customer_id,age,income,region,risk_score,previous_claims,market_volatility,competitor_price,base_price,price_multiplier,price,price_sensitivity,conversion_probability,conversion,cost,revenue,profit,retention_probability,clv,risk_category
16,29.80753319498364,20000.0,Suburban,7.550201569666726,1,0.09061848688552379,701.1704872437665,640.4196756531122,1.2,768.5036107837346,0.030141445355351657,1.0,1,433.85905033131866,768.5036107837346,334.644560452416,0.95,954.5736086905166,Low
17,49.71370998892911,100819.69024420751,Rural,15.989887852894924,0,0.13589966909232143,1017.8542274894014,601.7421653004978,1.1,661.9163818305477,-0.051963206149843975,0.0,0,428.3858173225759,0.0,-0.0,0.95,-0.0,Low
18,31.37963886718184,39248.26426165457,Suburban,35.66272997839773,2,0.06548031356129971,1014.8972876152358,926.7451614093934,0.8,741.3961291275148,0.009747551585278978,0.0,0,600.1191490382982,0.0,-0.0,0.95,-0.0,Medium
19,23.815444479970626,44314.78433664817,Urban,30.34097554191275,1,0.12941609142053376,856.4260828093902,915.2795720204447,0.9,823.7516148184002,0.00451770122938489,2.532924638201074e-180,0,489.9040937463223,0.0,-0.0,0.95,-0.0,Low
20,66.98473153382331,35279.10442647922,Suburban,2.623306146962586,1,0.10447508058695239,710.8731513743975,683.4391095477049,0.9,615.0951985929345,0.013838186152825357,0.0,0,470.60214514760617,0.0,-0.0,0.95,-0.0,Low
21,41.61335549270196,25145.685236527283,Suburban,24.522309607568797,0,0.06411011169223158,837.5633630039205,722.357508492943,0.9,650.1217576436487,0.024335794075111352,0.0,0,405.5766646532162,0.0,-0.0,0.95,-0.0,Low
22,46.012923070318855,33091.69950004508,Suburban,37.92404724808026,1,0.01,652.9938617286166,878.2114151939584,1.0,878.2114151939584,0.01561327620015545,0.201746292629456,0,551.1588448024125,0.0,-0.0,0.95,-0.0,Medium
23,23.628777206798148,20000.0,Suburban,26.713037854010853,0,0.12032654923215495,781.5346185363934,667.0325068293015,0.9,600.3292561463713,0.029046441348389296,0.0,0,437.58038028590994,0.0,-0.0,0.95,-0.0,Low
24,36.834259132122256,113384.87103963274,Suburban,49.44033426048644,0,0.11591524196488295,497.6746786742569,943.924080368173,1.2,1132.7088964418076,-0.06505651888587553,0.0,0,492.0280704482655,0.0,-0.0,0.95,-0.0,Medium
25,46.663838845647994,20000.0,Rural,18.236737772499538,0,0.06296860110508515,777.2134163677173,568.6306732701739,1.0,568.6306732701739,0.02881044210477389,0.4079725706931105,1,464.73162619123104,568.6306732701739,103.89904707894289,0.95,296.3720317926846,Low
26,27.735096338665457,21677.212185951677,Suburban,55.41385003787545,0,0.13799434122111323,974.2982724013506,921.0291776409534,1.0,921.0291776409534,0.026947093025484904,0.23201458824686702,1,503.29440018211136,921.0291776409534,417.7347774588421,0.95,1191.588452701347,Medium
27,50.63547027518508,29140.096688358986,Suburban,22.066688120702953,0,0.0757468900755887,693.5386760726499,760.8923544644647,1.0,760.8923544644647,0.01894393376798894,0.2989401730615684,0,462.85585936539525,0.0,-0.0,0.95,-0.0,Low
28,35.99041965121793,69150.31292750464,Urban,40.21038482003802,1,0.15172167992307958,1005.8068128907671,919.4150926096531,0.9,827.4735833486878,-0.02144001716236114,1.0,1,544.5029667664548,827.4735833486878,282.970616582233,0.95,807.1736838008196,Medium
29,40.62459375310085,36579.91139187837,Rural,18.266274769317636,1,0.11515008528504103,922.613792647893,755.3929791392262,1.1,830.9322770531489,0.01235327974705394,1.0,1,511.16224553603706,830.9322770531489,319.7700315171119,0.95,912.1440149025616,Low
30,35.97440081655905,20000.0,Rural,69.00960285249987,0,0.17399985590122397,887.1707655871799,1000.1880608769012,0.9,900.1692547892111,0.027347427650246933,0.0,0,557.68756947115,0.0,-0.0,0.95,-0.0,High
31,72.78417276763406,67993.62164215074,Urban,19.347723282851913,1,0.11815069644157249,687.4534138910792,1036.3042480185693,1.1,1139.9346728204264,-0.019675613175356557,0.0,0,486.4693190242633,0.0,-0.0,0.95,-0.0,Low
32,44.79754162893099,52339.169753317285,Suburban,48.032221646040576,0,0.10140123232671094,618.044448606106,794.0023093767662,1.0,794.0023093767662,-0.004403260813705897,0.22484102224075958,0,519.6404337564252,0.0,-0.0,0.95,-0.0,Medium
33,29.134336065661493,47534.80595373663,Urban,26.53697818182998,0,0.01,1000.7194604951166,809.9877558050752,0.8,647.9902046440602,-4.560676991276246e-05,0.9996798114338736,1,458.0814002167014,647.9902046440602,189.9088044273588,0.95,541.714864629041,Low
34,57.338173681547836,51941.175694355334,Suburban,64.42464035490147,0,0.10268379944175886,564.8258705471592,1064.6193033466473,0.8,851.6954426773178,-0.00465549396211739,1.0,1,533.6467650920455,851.6954426773178,318.04867758527234,0.95,907.2338528119893,Medium
35,26.687345250434667,120232.29597274876,Suburban,14.285405597487538,1,0.08803861582534321,721.8522599724673,584.9773927480137,0.8,467.981914198411,-0.0708542163033658,1.0,1,512.9359332067523,467.981914198411,-44.954019008341334,0.95,-128.23133922129367,Low
36,48.132953925071334,108287.76436472542,Urban,38.412046272357145,0,0.1807581285746945,849.2544455374593,988.7774930408852,1.1,1087.6552423449739,-0.06110849957431807,0.0,0,483.68843966341683,0.0,-0.0,0.95,-0.0,Medium
37,18.0,25761.65251269675,Rural,63.045508452011845,1,0.11067338522454233,1282.9519752132717,1025.7931939825733,0.9,923.2138745843159,0.021766742890023554,0.0,0,573.4498857474831,0.0,-0.0,0.95,-0.0,Medium
38,25.077209266523543,81792.63618951842,Urban,28.62645608906528,2,0.13912542711755518,943.5373777614782,963.0921618075989,1.2,1155.7105941691186,-0.03340639102530496,0.0,0,590.6572167533825,0.0,-0.0,0.95,-0.0,Low
39,47.952918538036855,43984.12687090603,Suburban,30.961603945855376,0,0.17019440836216387,667.6103818843587,786.7600088631469,1.0,786.7600088631469,0.003708665065084356,0.2888126656480716,0,462.78174009391415,0.0,-0.0,0.95,-0.0,Low
40,56.07699869993115,46608.952158482796,Suburban,23.221857421264072,0,0.16697610180360267,796.4685240466364,752.380227087962,0.8,601.9041816703697,0.002099223323928711,5.488884027448197e-138,0,424.6630167047576,0.0,-0.0,0.95,-0.0,Low
41,47.57052421784956,20000.0,Urban,3.635886446926341,1,0.09564990917565866,753.3295318397883,685.509651275255,1.2,822.611581530306,0.027371818931772485,1.0,1,426.0711320958372,822.611581530306,396.5404494344688,0.95,1131.1316320118224,Low
42,43.265275764176394,33349.80210042427,Urban,8.276845171853779,1,0.20644628304674717,865.5702494853017,775.2187914566772,1.2,930.2625497480126,0.01523953097600305,1.0,1,464.1817191911107,930.2625497480126,466.0808305569019,0.95,1329.4955691635628,Low
43,40.48344456616067,24187.426350615737,Urban,42.58036322996074,0,0.07469553796709973,999.5304376662098,1015.4242617004165,0.8,812.3394093603333,0.02345950702691657,0.0,0,475.58855658032195,0.0,-0.0,0.95,-0.0,Medium
44,22.822170144488588,54941.78271091099,Suburban,21.308584133683706,0,0.16652437245562357,676.2258943660183,628.4002004923271,0.9,565.5601804430944,-0.005329067340551801,1.0,1,463.40011780747005,565.5601804430944,102.16006263562434,0.95,291.41157866811847,Low
45,34.20233687407937,62040.349466778156,Suburban,15.748862281631293,0,0.06267143959659727,838.9587658029802,555.8287142272025,1.1,611.4115856499227,-0.014222173908497882,0.0,0,420.524694096294,0.0,-0.0,0.95,-0.0,Low
46,38.09041843560319,20000.0,Urban,83.33727587571063,0,0.14300149114826255,995.3024396743208,1280.6549128412628,1.2,1536.7858954095152,0.02657926845710795,1.0,1,540.9752644575489,1536.7858954095152,995.8106309519663,0.95,2840.549824790484,High
47,60.856833393283736,35917.59507780671,Urban,10.685249013809836,0,0.051809864892711936,560.4017125667717,763.2338265817243,1.2,915.8805918980692,0.012469049695079523,1.0,1,421.49394810506135,915.8805918980692,494.3866437930078,0.95,1410.2379014195549,Low
48,50.15427434352692,63635.753441013614,Urban,20.33701775674228,0,0.13093679874996778,772.3824913049187,831.7814329761443,0.8,665.4251463809155,-0.015618112617347935,1.0,1,408.7392038860839,665.4251463809155,256.68594249483164,0.95,732.1966509665073,Low
49,18.55439766955899,33079.21831909863,Suburban,2.3036281931542213,0,0.05730360482649541,726.4276844146331,399.7557463926234,1.1,439.7313210318858,0.015889561520986136,1.0,1,405.6975560753011,439.7313210318858,34.03376495658466,0.95,97.08131453865775,Low
50,49.86125954092192,52288.50428262314,Suburban,10.483513092782488,0,0.04816272986652818,796.10652601377,664.1234565833082,1.1,730.5358022416391,-0.004431022920076662,1.4940663167466075e-128,0,421.6096485153318,0.0,-0.0,0.95,-0.0,Low
51,39.22376579375525,43285.92198740356,Urban,39.97747972020967,0,0.05168450149583739,356.2904363950698,845.2036051770467,1.1,929.7239656947514,0.004682579398685311,1.0,1,472.98866377599825,929.7239656947514,456.7353019187532,0.95,1302.8374487232434,Medium
52,34.84616999541062,43080.68862663772,Suburban,24.851842544755918,0,0.12489893588374289,659.27348247204,708.4482617145319,1.0,708.4482617145319,0.006656066018284041,0.3732446445703487,1,424.1693283102516,708.4482617145319,284.2789334042803,0.95,810.9056575357096,Low
53,54.175144332613016,31708.57763017652,Urban,37.979956064730594,0,0.12472441705769896,377.88988674411604,899.1182442804999,0.9,809.2064198524499,0.015571419114257681,0.0,0,462.3090256371623,0.0,-0.0,0.95,-0.0,Medium
54,60.46499283743927,20000.0,Rural,52.41097542403394,1,0.12450981299727593,586.7683539699617,1051.914818365888,1.1,1157.106300202477,0.027834934218372586,1.0,1,551.2283387034736,1157.106300202477,605.8779614990035,0.95,1728.2668851759074,Medium
55,58.96920178674298,20727.879861804126,Rural,20.040416966047744,1,0.11106662130450076,826.9642495366404,833.2218815837123,1.1,916.5440697420836,0.027907410188646,1.0,1,464.64487753678463,916.5440697420836,451.89919220529896,0.95,1289.0424457656152,Low
56,32.41173715166042,51775.70264142234,Suburban,9.782803860234104,1,0.07579797509668726,882.0267664594086,654.5674395489903,1.0,654.5674395489903,-0.0030453300011194164,0.6112558488977929,1,476.93405121827504,654.5674395489903,177.6333883307152,0.95,506.69924021336516,Low
57,40.36181436223178,36670.54516572396,Rural,27.741958776141693,0,0.0639290080762317,721.1768363047275,542.4204073136325,1.0,542.4204073136325,0.011799590856906763,0.4363548644756852,1,466.03494878888046,542.4204073136325,76.38545852475204,0.95,217.88952044185518,Low
58,49.96895147105346,33885.54759029998,Rural,31.95628062893657,0,0.04824741047236131,377.4944967238958,721.5887322521719,0.9,649.4298590269548,0.013907687612381292,0.0,0,465.6472758982391,0.0,-0.0,0.95,-0.0,Low
59,59.63317690683539,29379.57484835605,Rural,34.07640709815091,0,0.04525137948033739,682.6475037232419,836.448579846781,1.0,836.448579846781,0.01809928876386871,0.20565404468161377,0,452.71147990078464,0.0,-0.0,0.95,-0.0,Medium
60,37.81238643232065,31176.053942042523,Suburban,71.74534728998461,0,0.16065150475720927,549.0200526650117,1045.9419390133073,0.8,836.7535512106459,0.017212577208230807,0.0,0,538.5401827251742,0.0,-0.0,0.95,-0.0,High
61,42.215115350042744,61295.14371947288,Urban,68.41255134043264,1,0.047057700052160326,748.968755037992,1296.4671168634068,0.8,1037.1736934907256,-0.014196962154888637,1.0,1,616.5065140560794,1037.1736934907256,420.6671794346462,0.95,1199.9531293373282,High
62,28.404975389909577,30711.054772444964,Urban,28.148190042375642,0,0.05339299492540234,819.232178855605,820.7995186556158,1.1,902.8794705211774,0.017666335995746376,1.0,1,467.92338395142815,902.8794705211774,434.95608656974923,0.95,1240.7122369402098,Low
63,27.056900638789937,20000.0,Urban,20.63761086027018,1,0.05009162965983758,477.6957253841828,725.4153169921522,1.1,797.9568486913674,0.028485930910290242,1.0,1,488.01299233396884,797.9568486913674,309.9438563573986,0.95,884.1148502594796,Low
64,57.18788733591297,52671.294396568956,Suburban,14.93444574870301,0,0.033665025727186534,723.332689273923,607.3170298035474,1.1,668.0487327839022,-0.004568922560115316,2.4605190347885433e-121,0,443.71411045408126,0.0,-0.0,0.95,-0.0,Low
65,65.34360042856234,32779.60060336791,Urban,47.6632627234823,0,0.11523262505082513,359.331342306056,997.2558619784686,1.2,1196.7070343741623,0.013911191957070683,1.0,1,451.49114010570975,1196.7070343741623,745.2158942684525,0.95,2125.728338400761,Medium
66,43.91984817629499,36890.079024944986,Urban,15.60806538894896,0,0.07320417081943083,761.4846976193023,737.8676371795716,0.9,664.0808734616145,0.011000121449076918,0.0,0,481.51413958502707,0.0,-0.0,0.95,-0.0,Low
67,60.052993468380365,81128.46404601712,Suburban,41.78036957809525,0,0.0918100382810589,760.7263850227907,959.3396522697975,0.9,863.4056870428178,-0.03300345126282607,1.0,1,459.2811730776809,863.4056870428178,404.12451396513694,0.95,1152.765176085553,Medium
68,50.424540375714514,35944.0816136315,Urban,34.00964655809091,0,0.09417333294404916,498.1583066323836,881.3648447563609,1.0,881.3648447563609,0.011407826569579374,0.2115044552693126,1,473.4949552161228,881.3648447563609,407.8698895402381,0.95,1163.448859913529,Medium
69,35.323203680923136,41965.02602008883,Suburban,18.70732874632717,0,0.1144332355291931,510.8291982346938,522.4060510103765,1.0,522.4060510103765,0.0065237231386906114,0.4162648772489167,0,419.20068359215657,0.0,-0.0,0.95,-0.0,Low
70,50.42093408262621,20141.512330674945,Rural,30.0817216886066,0,0.10506361090615202,1153.103270321872,784.9265014227608,1.0,784.9265014227608,0.027197907556851492,0.4196743758831104,0,438.37571506528224,0.0,-0.0,0.95,-0.0,Low
71,68.07054849698955,32538.04417867534,Suburban,25.04214620875927,0,0.15918991491939388,868.1984891334448,841.3306427144707,1.1,925.4637069859178,0.01571091563462857,1.0,1,470.86831549187525,925.4637069859178,454.5953914940426,0.95,1296.7333542367564,Low
72,44.46260941335073,49254.845256524786,Suburban,18.77313165990379,2,0.06660451569482598,660.2139665962004,861.4898235108217,0.9,775.3408411597395,-0.0005871341342602652,1.0,1,535.0451431718062,775.3408411597395,240.2956979879333,0.95,685.4434785105798,Low
73,68.4696548372101,20000.0,Suburban,15.628206505825343,0,0.07039366274995171,733.7602133055389,843.2318511329986,1.0,843.2318511329986,0.028450790777464784,0.23606972419325828,0,434.6026748223343,0.0,-0.0,0.95,-0.0,Low
74,18.0,40151.79985173617,Suburban,38.115204841661175,0,0.09555361380016653,561.9023672072708,706.0455264740717,1.0,706.0455264740717,0.007851720476235646,0.30147828323323506,0,482.3670710472065,0.0,-0.0,0.95,-0.0,Medium
75,57.32853756562836,38192.541862154794,Urban,20.30580292602701,0,0.09633574580260386,844.6381937776197,840.6745485482529,0.8,672.5396388386024,0.009284936827481929,0.0,0,452.6040521602965,0.0,-0.0,0.95,-0.0,Low
76,46.30570602357257,37072.981721137054,Rural,18.828370198868953,0,0.025853444278136378,776.8320328247813,557.2398303958992,1.1,612.9638134354891,0.010991559730140722,1.0,1,448.14100523118,612.9638134354891,164.82280820430913,0.95,470.1570604027918,Low
77,40.51488974301199,60996.968751911896,Urban,19.22809649989573,0,0.02116736233415363,945.8707640274151,834.3264694150552,0.8,667.4611755320442,-0.013048983707100408,1.0,1,455.87930870750984,667.4611755320442,211.58186682453436,0.95,603.5372751169842,Low
78,46.37641164803254,42925.41086541107,Urban,28.041777274694507,0,0.09296118760756668,1005.2391888095685,782.7082816272497,1.0,782.7082816272497,0.004643788091925383,0.5359833442661182,0,419.1762717266661,0.0,-0.0,0.95,-0.0,Low
79,18.0,76041.60845887958,Suburban,49.06665290719497,3,0.16928988560743086,1069.8240254370044,1093.039782327779,0.9,983.7358040950011,-0.027047410267641264,1.0,1,632.4487103462927,983.7358040950011,351.28709374870834,0.95,1002.0464349181906,Medium
80,41.70492168243732,22097.17921884032,Urban,18.586875242054344,1,0.17423776388773599,971.9632865233357,806.6199097758333,0.8,645.2959278206667,0.026966558990705193,0.0,0,469.0572059428221,0.0,-0.0,0.95,-0.0,Low
81,50.3566885726762,38869.388181799186,Urban,26.99572226144365,0,0.04413961579168382,756.6903542851758,836.9043347730161,0.9,753.2139012957145,0.009489552466313757,0.0,0,475.0015338983448,0.0,-0.0,0.95,-0.0,Low
82,67.16841067112274,37882.077619474956,Urban,51.40219512416863,3,0.07847484121669905,528.3502232752726,1409.150279779371,1.0,1409.150279779371,0.00941742918319654,0.05731874164591852,0,667.9406017299247,0.0,-0.0,0.95,-0.0,Medium
83,37.22594672589529,21276.80418970712,Urban,23.24194681518848,0,0.10812610677155618,741.2705525623662,692.5483533439798,1.2,831.0580240127757,0.026677264754819338,1.0,1,459.6592021192194,831.0580240127757,371.3988218935563,0.95,1059.4151394513694,Low
84,32.87259595660218,58579.934429330766,Urban,15.086770962091034,1,0.11519585446350292,790.3006924711689,657.4871246489794,1.0,657.4871246489794,-0.010681103532828484,0.625825746590062,1,461.70021376866436,657.4871246489794,195.78691088031502,0.95,558.4821632860986,Low
85,37.47364434623195,116115.03420974668,Urban,24.25000579633629,1,0.0513198009577017,879.0591048924275,842.5751211836248,1.2,1011.0901454203497,-0.06799172189921178,0.0,0,474.51769497460145,0.0,-0.0,0.95,-0.0,Low
86,58.731031765531114,36008.019724659054,Suburban,36.624689284620665,0,0.18512426441594937,687.7795783708168,801.3424463945992,1.2,961.610935673519,0.012040652827850247,1.0,1,439.9876736515294,961.610935673519,521.6232620219896,0.95,1487.9303549177253,Medium
87,49.93126664489527,46747.24227172817,Rural,18.092125188740166,0,0.07148700957511457,559.7652513746148,567.1994960781367,0.8,453.7595968625094,0.0013245028980152695,4.647656641974449e-66,0,443.07864137622806,0.0,-0.0,0.95,-0.0,Low
88,37.05359694349442,37883.05668353889,Urban,26.131155116635224,1,0.11844462390796656,851.2260500512729,879.0869648002217,0.8,703.2695718401774,0.009778113584376217,0.0,0,471.66758675574573,0.0,-0.0,0.95,-0.0,Low
89,52.699011496700344,25417.867867524008,Rural,43.26867678562424,0,0.08353683370350808,1283.4440977558825,976.6092765859045,0.9,878.948348927314,0.02166684933584312,0.0,0,501.44103018736024,0.0,-0.0,0.95,-0.0,Medium
90,46.456163240220604,20000.0,Urban,34.717905829407066,1,0.08378241492473634,1085.3420177897256,1000.614772113552,0.9,900.5532949021969,0.027282969883989705,0.0,0,505.6611610018024,0.0,-0.0,0.95,-0.0,Medium
91,59.52967485799334,25517.33383503803,Urban,3.902327519923201,2,0.13783512846173274,1038.2009896930742,918.732955895481,1.0,918.732955895481,0.02295857507399902,0.5073145420471445,1,497.4579368919604,918.732955895481,421.27501900352064,0.95,1201.6869917075426,Low
92,34.469203591839715,20000.0,Urban,44.51338590052547,0,0.14924895380703226,726.15012021668,907.8388189810851,0.8,726.2710551848681,0.028231523394223423,0.0,0,483.06691117177013,0.0,-0.0,0.95,-0.0,Medium
93,40.085067801033475,85139.89780204235,Suburban,15.135742473318931,1,0.1340371021502346,649.7514511563082,738.0947736200967,1.0,738.0947736200967,-0.03612973196408816,0.47150197061258775,1,455.15121805980505,738.0947736200967,282.94355556029166,0.95,807.096492235732,Low
94,39.118377703017636,34284.380589468696,Suburban,16.23215503731913,0,0.055841405822911715,952.4445354336899,662.1959092271283,1.0,662.1959092271283,0.01419816496028042,0.5438877169565564,1,450.5727336307796,662.1959092271283,211.62317559634863,0.95,603.6551083885845,Low
95,23.04727577801822,30547.567427135484,Suburban,29.42560390345112,0,0.03272047668909708,1052.1367333382748,572.9681353400276,1.1,630.2649488740304,0.017251479379369248,1.0,1,436.19522506420435,630.2649488740304,194.0697238098261,0.95,553.5838871675289,Low
96,49.44180415596864,56646.01458257033,Suburban,36.63024948594578,0,0.23301576536416632,747.5183739456634,778.4259971178427,1.0,778.4259971178427,-0.009021124192296351,0.3259766582532741,1,467.8091575553565,778.4259971178427,310.61683956248623,0.95,886.034534851992,Medium
97,48.91582908269834,20725.590019481868,Suburban,66.74308920608222,0,0.11534863683539354,683.1275820252426,1114.2955459412833,1.2,1337.1546551295398,0.027121068134078368,1.0,1,553.674549880357,1337.1546551295398,783.4801052491829,0.95,2234.877000223294,High
98,45.07670184963691,24749.68352379536,Suburban,12.297821597686925,0,0.055106852099804565,692.6851318998459,579.4429551632848,1.1,637.3872506796133,0.02420701496187419,1.0,1,385.9158901578848,637.3872506796133,251.4713605217285,0.95,717.3220558882306,Low
99,41.481192999372794,37572.817707492184,Rural,33.04205956732435,0,0.14711082812614962,842.8727794489423,767.9427219628955,1.2,921.5312663554745,0.01047626481736141,1.0,1,438.9743299935666,921.5312663554745,482.5569363619079,0.95,1376.4936609723422,Medium
100,23.769438869243785,60741.62524872627,Urban,40.3602069426139,0,0.054705297183237044,786.6996028001804,872.3339060061204,1.1,959.5672966067325,-0.0130395047262158,0.0,0,470.31685188942953,0.0,-0.0,0.95,-0.0,Medium
101,38.69032015851961,46669.33186028634,Urban,23.168625451913936,0,0.19842105194330953,802.9189050059138,661.6038281815231,1.0,661.6038281815231,0.002393331049207215,0.5493108315042458,0,445.199155240069,0.0,-0.0,0.95,-0.0,Low
102,39.85928225209846,41116.40919361293,Suburban,55.41673014893483,0,0.07961412284079979,1048.4928820459527,878.7707332449593,0.9,790.8936599204634,0.005945820870273772,6.67605853309949e-228,0,521.936804793116,0.0,-0.0,0.95,-0.0,Medium
103,32.96584096167572,37762.01067379071,Suburban,65.13115984074744,1,0.14294430610587486,973.1693981825529,1080.3104727658042,0.8,864.2483782126434,0.010060770382041602,0.0,0,582.536956399707,0.0,-0.0,0.95,-0.0,Medium
104,42.580714325009865,44361.08622552618,Urban,33.65157373652211,1,0.09775551809346071,765.0674858516178,993.084419317983,0.8,794.4675354543865,0.0028829787603536225,1.3743235324204824e-249,0,526.3138646401708,0.0,-0.0,0.95,-0.0,Medium
105,51.060762852218076,40168.02068050357,Urban,8.921466287216026,0,0.023794057474320188,799.8059480319962,707.3015656725543,0.8,565.8412525380435,0.007516540512979434,0.0,0,424.956599836714,0.0,-0.0,0.95,-0.0,Low
106,73.29278851815795,21698.83524216129,Suburban,8.578162374759936,1,0.05080277389442722,1002.8457428082746,837.7950030567699,0.9,754.015502751093,0.027055242680123482,0.0,0,477.9740633495982,0.0,-0.0,0.95,-0.0,Low
107,47.61866719247759,37161.91073787044,Suburban,30.96400210783673,0,0.06162198164682241,905.6988308802419,791.8291351399929,1.1,871.0120486539922,0.012041002638156804,1.0,1,434.5895521922319,871.0120486539922,436.4224964617603,0.95,1244.8951711571713,Low
108,48.86325586084146,21229.68401171595,Urban,34.97984336592454,0,0.06575899052215142,1129.6226975932384,944.1977564361068,0.9,849.7779807924961,0.026841008604028556,0.0,0,459.5540679774871,0.0,-0.0,0.95,-0.0,Medium
109,43.883311263507494,37818.03073505077,Rural,50.877014062796775,0,0.10937341608002256,935.2973424216868,882.1084556153985,0.9,793.8976100538587,0.010957085279814422,0.0,0,498.6690755197619,0.0,-0.0,0.95,-0.0,Medium
110,18.0,28557.53288820031,Suburban,28.950626474935838,0,0.01,851.7318808605746,501.0977580651895,0.8,400.87820645215163,0.01916744725464982,0.0,0,461.4245833000906,0.0,-0.0,0.95,-0.0,Low
111,44.602291868261744,129274.17446890495,Suburban,24.360635179347316,0,0.10971369774004945,701.5731730630858,695.4029309804151,1.0,695.4029309804151,-0.08051169897359202,0.5135119906556072,1,442.67009795557993,695.4029309804151,252.7328330248352,0.95,720.9204062033424,Low
112,45.9034531491154,35598.28737090772,Suburban,31.43175418310727,0,0.01,486.15589058023477,727.1121328868653,1.1,799.8233461755519,0.013216902671820189,1.0,1,457.82412114278907,799.8233461755519,341.99922503276287,0.95,975.5527894059561,Low
113,80.0,20000.0,Rural,27.67856616082314,2,0.11789678991370384,1012.0885912896963,1031.2614758377367,1.2,1237.513771005284,0.027974230491055976,1.0,1,545.318642701423,1237.513771005284,692.1951283038611,0.95,1974.486603486764,Low
